seq,timestampIso,epochMs,msSinceSessionStart,msSinceTrialStart,participantId,condition,block,trial,task,variant,scenario,attempt,source,category,recordType,eventType,detail,value,target,posX,posY,posZ,yaw,taskOrder,startTime,endTime,durationMs,completionStatus,attempts,injects,attribution,correctAttribution,attributionCorrect,perceivedReparability,reparabilityCorrect,noticedFeedback,firstRepairStrategy,repairSequence,wastedRepairs,repairContainsSlot,preInjectHadSlot,msToFirstRepair,maxUtteranceSimilarity,utteranceSimilarities,missingSlot,conditionOrder,plan,questionnaire,answers,objectId,objectShape,color,prevColor,fromX,fromY,fromZ,lifetimeMs,itemId,itemRaw,itemScore,itemReversed,scaleName,scaleScore,instrument
181,2026-08-06T14:43:45.124Z,1786027425124,5574,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ues_rw3,4,4,no,,,"UES-SF (O'Brien, Cairns & Hall 2018)"
182,2026-08-06T14:43:45.125Z,1786027425125,5575,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq1,1,1,no,,,SSQ (Kennedy et al. 1993)
183,2026-08-06T14:43:45.125Z,1786027425125,5575,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq2,1,1,no,,,SSQ (Kennedy et al. 1993)
184,2026-08-06T14:43:45.126Z,1786027425126,5576,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq3,0,0,no,,,SSQ (Kennedy et al. 1993)
185,2026-08-06T14:43:45.127Z,1786027425127,5577,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq4,1,1,no,,,SSQ (Kennedy et al. 1993)
186,2026-08-06T14:43:45.127Z,1786027425127,5577,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq5,1,1,no,,,SSQ (Kennedy et al. 1993)
187,2026-08-06T14:43:45.128Z,1786027425128,5578,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq6,0,0,no,,,SSQ (Kennedy et al. 1993)
188,2026-08-06T14:43:45.129Z,1786027425129,5579,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq7,0,0,no,,,SSQ (Kennedy et al. 1993)
189,2026-08-06T14:43:45.129Z,1786027425129,5579,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq8,0,0,no,,,SSQ (Kennedy et al. 1993)
190,2026-08-06T14:43:45.130Z,1786027425130,5580,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq9,1,1,no,,,SSQ (Kennedy et al. 1993)
191,2026-08-06T14:43:45.130Z,1786027425130,5580,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq10,0,0,no,,,SSQ (Kennedy et al. 1993)
192,2026-08-06T14:43:45.131Z,1786027425131,5581,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq11,0,0,no,,,SSQ (Kennedy et al. 1993)
193,2026-08-06T14:43:45.132Z,1786027425132,5582,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq12,1,1,no,,,SSQ (Kennedy et al. 1993)
194,2026-08-06T14:43:45.132Z,1786027425132,5582,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq13,0,0,no,,,SSQ (Kennedy et al. 1993)
195,2026-08-06T14:43:45.133Z,1786027425133,5583,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq14,0,0,no,,,SSQ (Kennedy et al. 1993)
196,2026-08-06T14:43:45.133Z,1786027425133,5583,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq15,0,0,no,,,SSQ (Kennedy et al. 1993)
197,2026-08-06T14:43:45.134Z,1786027425134,5584,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,ssq16,0,0,no,,,SSQ (Kennedy et al. 1993)
198,2026-08-06T14:43:45.134Z,1786027425134,5584,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,discomfort_post,2,2,no,,,"Single-item discomfort (0-10, paired pre/post)"
199,2026-08-06T14:43:45.135Z,1786027425135,5585,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,fatigue_mental,5,5,no,,,"Fatigue and focus (custom, post-session)"
200,2026-08-06T14:43:45.135Z,1786027425135,5585,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,fatigue_energy,3,3,no,,,"Fatigue and focus (custom, post-session)"
201,2026-08-06T14:43:45.136Z,1786027425136,5586,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,The bench one felt like my fault. I kept thinking I was saying it wrong.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,iv1,The bench one felt like my fault. I kept thinking I was saying it wrong.,,no,,,Semi-structured interview
202,2026-08-06T14:43:45.136Z,1786027425136,5586,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,"Yes, I said the same thing three times. I assumed it had not heard me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,iv2,"Yes, I said the same thing three times. I assumed it had not heard me.",,no,,,Semi-structured interview
203,2026-08-06T14:43:45.137Z,1786027425137,5587,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,Nothing really. I only worked it out afterwards when you told me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,iv3,Nothing really. I only worked it out afterwards when you told me.,,no,,,Semi-structured interview
204,2026-08-06T14:43:45.138Z,1786027425138,5588,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,More confused at the start.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,iv4,More confused at the start.,,no,,,Semi-structured interview
205,2026-08-06T14:43:45.140Z,1786027425140,5590,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-item,,There was no assistant in mine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,iv5,There was no assistant in mine.,,no,,,Semi-structured interview
206,2026-08-06T14:43:45.142Z,1786027425142,5592,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,sus,2.5,SUS (Brooke 1996)
207,2026-08-06T14:43:45.142Z,1786027425142,5592,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,nasa_tlx,54.167,NASA-TLX (Hart & Staveland 1988)
208,2026-08-06T14:43:45.143Z,1786027425143,5593,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,perceived_support,1.75,"Perceived Support (custom, H3)"
209,2026-08-06T14:43:45.144Z,1786027425144,5594,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,trust_automation,4.182,"Trust in Automation (Jian, Bisantz & Drury 2000)"
210,2026-08-06T14:43:45.144Z,1786027425144,5594,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,presence,5.25,"IPQ presence, 4 items (Schubert et al. 2001)"
211,2026-08-06T14:43:45.145Z,1786027425145,5595,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,self_efficacy_post,3.667,"Speech-system self-efficacy (custom, post)"
212,2026-08-06T14:43:45.145Z,1786027425145,5595,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ues_focused_attention,3.333,"UES-SF (O'Brien, Cairns & Hall 2018)"
213,2026-08-06T14:43:45.146Z,1786027425146,5596,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ues_perceived_usability,2.333,"UES-SF (O'Brien, Cairns & Hall 2018)"
214,2026-08-06T14:43:45.146Z,1786027425146,5596,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ues_aesthetic_appeal,4,"UES-SF (O'Brien, Cairns & Hall 2018)"
215,2026-08-06T14:43:45.147Z,1786027425147,5597,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ues_reward,3.667,"UES-SF (O'Brien, Cairns & Hall 2018)"
216,2026-08-06T14:43:45.147Z,1786027425147,5597,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ues_sf,3.333,"UES-SF (O'Brien, Cairns & Hall 2018)"
217,2026-08-06T14:43:45.148Z,1786027425148,5598,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,sus_score_0_100,37.5,SUS (Brooke 1996)
218,2026-08-06T14:43:45.149Z,1786027425149,5599,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,perceived_support_overall_1_7,2,"Perceived Support (custom, H3)"
219,2026-08-06T14:43:45.150Z,1786027425150,5600,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,trust_familiarity,1,"Trust in Automation (Jian, Bisantz & Drury 2000)"
220,2026-08-06T14:43:45.150Z,1786027425150,5600,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ssq_nausea,19.08,SSQ (Kennedy et al. 1993)
221,2026-08-06T14:43:45.151Z,1786027425151,5601,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ssq_oculomotor,37.9,SSQ (Kennedy et al. 1993)
222,2026-08-06T14:43:45.152Z,1786027425152,5602,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ssq_disorientation,27.84,SSQ (Kennedy et al. 1993)
223,2026-08-06T14:43:45.152Z,1786027425152,5602,,EXAMPLE,A,3,,,,,,participant,questionnaire,questionnaire-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post-session,,,,,,,,,,,,,,ssq_total,33.66,SSQ (Kennedy et al. 1993)
224,2026-08-06T14:43:45.619Z,1786027425619,6069,,EXAMPLE,A,3,2,task6,v2,system_limit,0,system,scene,event,object-destroyed,sphere (end-of-session),end-of-session,sphere,-0.5,0.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,obj38,sphere,#cccccc,,,,,884,,,,,,,
225,2026-08-06T14:43:45.620Z,1786027425620,6070,,EXAMPLE,A,3,2,task6,v2,system_limit,0,system,scene,event,object-destroyed,cube (end-of-session),end-of-session,cube,0.5,0.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,obj39,cube,#cccccc,,,,,883,,,,,,,
226,2026-08-06T14:43:45.621Z,1786027425621,6071,,EXAMPLE,A,3,2,task6,v2,system_limit,0,system,scene,event,object-destroyed,campfire (end-of-session),end-of-session,campfire,0,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,obj40,campfire,#ff7a1a,,,,,883,,,,,,,
227,2026-08-06T14:43:45.622Z,1786027425622,6072,,EXAMPLE,A,3,2,task6,v2,system_limit,0,wizard,session,event,study-complete,condition A complete — participant finished,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
